city,trip
"Oakland / Berkeley / East Bay, CA","['Abilene, TX', 'Albuquerque, NM', 'Arcata, CA', 'Atlanta, GA', 'Atlantic City, NJ', 'Austin, TX', 'Avenal, CA', 'Bakersfield, CA', 'Baltimore, MD', 'Banning, CA', 'Barstow, CA', 'Baton Rouge, LA', 'Bellingham, WA', 'Benson, AZ', 'Billings, MT', 'Birmingham, AL', 'Bismarck, ND', 'Blythe, CA', 'Boise, ID', 'Boston, MA', 'Buffalo, NY', 'Bullhead City, AZ', 'Burlington, VT', 'Calexico, CA', 'Charlotte, NC', 'Chicago 95th & Dan Ryan, IL', 'Chicago, IL', 'Chico, CA', 'Cincinnati, OH', 'Ciudad Juarez, MX', 'Cleveland, OH', 'Colfax, CA', 'Colorado Springs, CO', 'Columbia, MO', 'Columbus, OH', 'Corvallis, OR', 'Dallas, TX', 'Davis, CA', 'Delano, CA', 'Deming, NM', 'Denver, CO', 'Detroit, MI', 'El Centro, CA', 'El Monte-Baldwin Park, CA', 'El Paso, TX', 'Eugene, OR', 'Eureka, CA', 'Flagstaff, AZ', 'Flint, MI', 'Fort Worth, TX', 'Fresno, CA', 'Gainesville, FL', 'Gilroy, CA', 'Glendale, CA', 'Goshen, CA', 'Grants Pass, OR', 'Green Bay, WI', 'Greensboro, NC', 'Greenville, SC', 'Grover Beach, CA', 'Hawthorne, NV', 'Houston, TX', 'Idaho Falls, ID', 'Indianapolis, IN', 'Iowa City, IA', 'Jackson, MS', 'Jackson, TN', 'Jacksonville, FL', 'Jonesboro, AR', 'Kansas City, MO', 'Lafayette, LA', 'Laredo, TX', 'Las Vegas, NV', 'Leavenworth, WA', 'Lexington, KY', 'Lincoln, NE', 'Long Beach, CA', 'Lordsburg, NM', 'Los Angeles, CA', 'Louisville, KY', 'Lubbock, TX', 'Macon, GA', 'Madison, WI', 'Marysville, CA', 'Mcallen, TX', 'Medford-Ashland, OR', 'Memphis, TN', 'Merced, CA', 'Mexico City', 'Miami, FL', 'Midland, TX', 'Milwaukee, WI', 'Minneapolis, MN', 'Missoula, MT', 'Mobile, AL', 'Modesto, CA', 'Monroe, LA', 'Moses Lake, WA', 'Mt Shasta, CA', 'Nashville, TN', 'New Orleans, LA', 'New York, NY', 'Newark, NJ', 'Norfolk-Virginia Beach, VA', 'North Charleston, SC', 'North Hollywood, CA', 'Oceanside, CA', 'Oklahoma City, OK', 'Olympia, WA', 'Omaha, NE', 'Ontario / Montclair / Claremont, CA', 'Orange County-Anaheim-Santa Ana, CA', 'Orlando, FL', 'Oxnard-Ventura, CA', 'Palm Springs / Indio / Coachella Valley, CA', 'Pasco, WA', 'Paso Robles, CA', 'Philadelphia, PA', 'Phoenix-Tempe, AZ', 'Pittsburgh, PA', 'Portland, OR', 'Providence, RI', 'Provo, UT', 'Raleigh, NC', 'Redding, CA', 'Redwood City, CA', 'Reno, NV', 'Richmond, VA', 'Riverside, CA', 'Roseville, CA', 'Sacramento, CA', 'Saint Paul, MN', 'Salem, OR', 'Salinas, CA', 'Salt Lake City, UT', 'San Antonio, TX', 'San Bernardino, CA', 'San Diego, CA', 'San Fernando, CA', 'San Francisco, CA', 'San Jose, CA', 'San Luis Obispo, CA', 'San Ysidro, CA', 'Santa Barbara, CA', 'Santa Cruz, CA', 'Santa Maria, CA', 'Santa Rosa, CA', 'Savannah, GA', 'Seattle, WA', 'Shreveport, LA', 'Sioux Falls, SD', 'Spokane, WA', 'Springfield, MO', 'St Louis, MO', 'Stockton, CA', 'Suisun City, CA', 'Tacoma, WA', 'Tampa, FL', 'Temecula, CA', 'Texarkana, TX', 'Tijuana,  MX', 'Toledo, OH', 'Tracy, CA', 'Truckee, CA', 'Tucson, AZ', 'Tulare, CA', 'Tulsa, OK', 'Turlock, CA', 'Vail, CO', 'Vancouver, BC', 'Victorville, CA', 'Visalia, CA', 'Washington, D.C.', 'West Yellowstone, MT', 'Wildwood, GA', 'Willits, CA', 'Winston-Salem, NC', 'Yakima, WA', 'Yuma, AZ']"
Oberboihingen,[]
Oberhausen,"['Amsterdam', 'Amsterdam Airport (Schiphol)']"
Obrenovac,[]
Obzor,[]
"Ocala, FL",[]
"Ocampo, Durango",[]
"Oceanside, CA","['Albuquerque, NM', 'Atlanta, GA', 'Bakersfield, CA', 'Baltimore, MD', 'Banning, CA', 'Barstow, CA', 'Baton Rouge, LA', 'Bellingham, WA', 'Birmingham, AL', 'Boise, ID', 'Calexico, CA', 'Chicago, IL', 'Chico, CA', 'Colorado Springs, CO', 'Dallas, TX', 'Delano, CA', 'Denver, CO', 'El Centro, CA', 'El Paso, TX', 'Eugene, OR', 'Flagstaff, AZ', 'Fresno, CA', 'Gilroy, CA', 'Glendale, CA', 'Houston, TX', 'Huntsville, AL', 'Kansas City, MO', 'Las Vegas, NV', 'Long Beach, CA', 'Los Angeles, CA', 'Madera, CA', 'Merced, CA', 'Mesa, AZ', 'Mexico City', 'New York, NY', 'Oakland / Berkeley / East Bay, CA', 'Oklahoma City, OK', 'Ontario / Montclair / Claremont, CA', 'Orange County-Anaheim-Santa Ana, CA', 'Palm Springs / Indio / Coachella Valley, CA', 'Phoenix-Tempe, AZ', 'Portland, OR', 'Reno, NV', 'Salem, OR', 'Salt Lake City, UT', 'San Antonio, TX', 'San Bernardino, CA', 'San Diego, CA', 'San Francisco, CA', 'San Jose, CA', 'San Ysidro, CA', 'Santa Barbara, CA', 'Santa Cruz, CA', 'Santa Maria, CA', 'Savannah, GA', 'Seattle, WA', 'Spokane, WA', 'Springfield, MO', 'St Louis, MO', 'St. Petersburg, FL', 'Tampa, FL', 'Tijuana,  MX', 'Tucson, AZ', 'Tulare, CA', 'Twin Falls, ID', 'Visalia, CA', 'Washington, D.C.', 'Wichita, KS', 'Yuma Downtown, AZ', 'Yuma, AZ']"
Ochtrup,[]
Odeceixe,['Lisbon']
Odense,"['Aalborg', 'Aarhus', 'Amsterdam', 'Antwerp', 'Berlin', 'Billund Legoland/Airport', 'Brussels', 'Copenhagen', 'Copenhagen Airport', 'Dresden', 'Gothenburg', 'Haderslev', 'Hamburg', 'Hanover', 'Malmö', 'Rostock', 'Schwerin', 'Thisted', 'Vejle', 'Viborg']"
Odesa,"['Belfort', 'Chisinau', 'Essen', 'Frankfurt', 'Kyiv', 'Lausanne', 'Prague Airport', 'Warsaw', 'Zurich Airport']"
Ödeshög,"['Gothenburg airport', 'Helsingborg', 'Jönköping', 'Stockholm']"
Odorheiu Secuiesc,[]
Odra,[]
Oese,[]
Oeynhausen,[]
Of,[]
Offenburg,"['Baden-Baden', 'Berlin', 'Erfurt', 'Frankfurt', 'Freiburg', 'Heidelberg', 'Karlsruhe', 'London', 'Munich', 'Strasbourg', 'Stuttgart']"
"Ogallala, NE","['Albuquerque, NM', 'Brandon, VT', 'Columbus, OH', 'Denver, CO', 'Greeneville, TN', 'Oklahoma City, OK', 'Omaha, NE', 'Phoenix-Tempe, AZ', 'St Louis, MO']"
"Ogden, UT","['Albuquerque, NM', 'Atlanta, GA', 'Barstow, CA', 'Boise, ID', 'Casper, WY', 'Cedar City, UT', 'Charlotte, NC', 'Chicago, IL', 'Cincinnati, OH', 'Dallas, TX', 'Denver, CO', 'Fresno, CA', 'Heber City, UT', 'Houston, TX', 'Idaho Falls, ID', 'Lafayette, LA', 'Las Vegas, NV', 'Logan, UT', 'Los Angeles, CA', 'Minneapolis, MN', 'Ontario, OR', 'Orange County-Anaheim-Santa Ana, CA', 'Palm Springs / Indio / Coachella Valley, CA', 'Pasco, WA', 'Pendleton, OR', 'Phoenix-Tempe, AZ', 'Pittsburgh, PA', 'Portland, OR', 'Rapid City, SD', 'Salem, OR', 'Salt Lake City, UT', 'San Antonio, TX', 'San Bernardino, CA', 'San Diego, CA', 'Seattle, WA', 'Spokane, WA', 'St. George, UT', 'Sugar City, ID', 'Tallahassee, FL', 'Tucson, AZ', 'Vernal, UT', 'Victorville, CA', 'Woodbridge, VA']"
Oglavci,[]
"Oglesby, IL","['Chicago, IL', 'Lakeland, FL']"
Ogliastretti,[]
Ogulinec,[]
Oğulpaşa,[]
Ohrid,"['Durrës', 'Elbasan', 'Kichevo', 'Skopje', 'Tirana']"
Öhringen,[]
Oilgate,[]
Oisu,[]
Oisu,[]
Oiu,[]
"Okanogan, WA","['Seattle, WA']"
"Oklahoma City, OK","['Abilene, TX', 'Akron, OH', 'Albany, GA', 'Albany, NY', 'Albuquerque, NM', 'Alexandria, LA', 'Allentown, PA', 'Amarillo, TX', 'Ames, IA', 'Anniston, AL', 'Ardmore, OK', 'Athens, GA', 'Atlanta, GA', 'Augusta, GA', 'Austin, TX', 'Bakersfield, CA', 'Bald Knob, AR', 'Baltimore, MD', 'Barstow, CA', 'Baton Rouge, LA', 'Baytown, TX', 'Beaumont, TX', 'Beckley, WV', 'Benson, AZ', 'Benton Harbor, MI', 'Big Spring, TX', 'Billings, MT', 'Biloxi, MS', 'Binghamton, NY', 'Birmingham, AL', 'Bloomington, IN', 'Blythe, CA', 'Boise, ID', 'Boston, MA', 'Bozeman, MT', 'Brownsville, TX', 'Bryan, TX', 'Buffalo, NY', 'Calexico, CA', 'Carbondale, IL', 'Casper, WY', 'Cedar Rapids, IA', 'Champaign, IL', 'Chanute, KS', 'Charleston, WV', 'Charlotte, NC', 'Charlottesville, VA', 'Cheyenne, WY', 'Chicago 95th & Dan Ryan, IL', 'Chicago, IL', 'Chico, CA', 'Cincinnati, OH', 'Ciudad Juarez, MX', 'Clarksdale, MS', 'Clarksville, TN', 'Cleveland, MS', 'Cleveland, OH', 'Colorado Springs, CO', 'Columbia, MO', 'Columbia, SC', 'Columbus, GA', 'Columbus, OH', 'Conroe, TX', 'Cookeville, TN', 'Corpus Christi, TX', 'Covington, KY', 'Dallas, TX', 'Davenport, IA', 'Dayton, OH', 'Daytona Beach, FL', 'Denton, TX', 'Denver, CO', 'Des Moines, IA', 'Detroit, MI', 'Dewey, OK', 'Dickinson, ND', 'Dothan, AL', 'Douglas, WY', 'Duluth, MN', 'Durham, NC', 'Eagle Pass, TX', 'Eau Claire, WI', 'Edinburg, TX', 'El Centro, CA', 'El Monte-Baldwin Park, CA', 'El Paso, TX', 'Elyria, OH', 'Erie, PA', 'Eugene, OR', 'Evansville, IN', 'Everett, WA', 'Evergreen, AL', 'Falfurrias, TX', 'Fargo, ND', 'Fayetteville, AR', 'Fayetteville, NC', 'Flagstaff, AZ', 'Flint, MI', 'Florence, SC', 'Forrest City, AR', 'Fort Collins, CO', 'Fort Lauderdale, FL', 'Fort Myers, FL', 'Fort Pierce, FL', 'Fort Worth, TX', 'Fredericksburg, VA', 'Fresno, CA', 'Gadsden, AL', 'Gainesville, FL', 'Gainesville, GA', 'Galesburg, IL', 'Gallup, NM', 'Gary, IN', 'Gillette, WY', 'Goldsboro, NC', 'Grambling, LA', 'Grand Island, NE', 'Grand Rapids, MI', 'Grants, NM', 'Greeley, CO', 'Green Bay, WI', 'Greenbrier, AR', 'Greeneville, TN', 'Greensboro, NC', 'Greenville, MS', 'Greenville, SC', 'Greenville, TX', 'Harlingen, TX', 'Harrisburg, PA', 'Hartford, CT', 'Hidalgo, TX', 'Holbrook, AZ', 'Hollister, MO', 'Houston, TX', 'Huntington, WV', 'Huntsville, AL', 'Huntsville, TX', 'Hutchinson, KS', 'Indiana, PA', 'Indianapolis, IN', 'Iowa City, IA', 'Jackson, MS', 'Jackson, TN', 'Jacksonville, FL', 'Jasper, AL', 'Jefferson City, MO', 'Jonesboro, AR', 'Kalamazoo, MI', 'Kansas City, KS', 'Kansas City, MO', 'Katy, TX', 'Kearney, NE', 'Killeen, TX', 'Kingman, AZ', 'Knoxville, TN', 'La Crosse, WI', 'Lafayette, IN', 'Lafayette, LA', 'Lake Charles, LA', 'Lakeland, FL', 'Lansing, MI', 'Laredo, TX', 'Las Cruces, NM', 'Las Vegas, NV', 'Lawrence, KS', 'Lawton, OK', 'Leavenworth, KS', 'Lebanon, IN', 'Lewisville, TX', 'Lexington, KY', 'Lincoln, NE', 'Livingston, TX', 'Long Beach, CA', 'Longview, TX', 'Los Angeles, CA', 'Louisville, KY', 'Lubbock, TX', 'Lumberton, NC', 'Macon, GA', 'Madison, WI', 'Manchester, TN', 'Manhattan, KS', 'Marshall, TX', 'Mcalester, OK', 'Mcallen, TX', 'Mckinney, TX', 'Medford-Ashland, OR', 'Memphis, TN', 'Mena, AR', 'Merced, CA', 'Meridian, MS', 'Mesa, AZ', 'Mexico City', 'Miami, FL', 'Midland, TX', 'Milwaukee, WI', 'Minneapolis, MN', 'Minot, ND', 'Mobile, AL', 'Modesto, CA', 'Moline, IL', 'Monroe, LA', 'Monterrey, MX', 'Montgomery, AL', 'Morgantown, WV', 'Mount Pleasant, TX', 'Muncie, IN', 'Muscatine, IA', 'Myrtle Beach, SC', 'Naperville, IL', 'Nashville, TN', 'Navasota, TX', 'New Haven, CT', 'New Orleans, LA', 'New York, NY', 'Newark, NJ', 'Newport, AR', 'Norfolk-Virginia Beach, VA', 'North Charleston, SC', 'North Hollywood, CA', 'Oakland / Berkeley / East Bay, CA', 'Oceanside, CA', 'Ogallala, NE', 'Olympia, WA', 'Omaha, NE', 'Ontario / Montclair / Claremont, CA', 'Opelika, AL', 'Orange County-Anaheim-Santa Ana, CA', 'Orlando, FL', 'Owatonna, MN', 'Paducah, KY', 'Palm Springs / Indio / Coachella Valley, CA', 'Panama City, FL', 'Parkersburg, WV', 'Pasco, WA', 'Peoria, IL', 'Philadelphia, PA', 'Phoenix-Tempe, AZ', 'Pierre, SD', 'Pittsburgh, PA', 'Plano, TX', 'Portland, ME', 'Portland, OR', 'Providence, RI', 'Pueblo, CO', 'Raleigh, NC', 'Rapid City, SD', 'Red Bluff, CA', 'Redding, CA', 'Reno, NV', 'Richmond, VA', 'Riverside, CA', 'Roanoke, VA', 'Rochester, MN', 'Rochester, NY', 'Rockford, IL', 'Round Rock, TX', 'Sacramento, CA', 'Saint Joseph, MO', 'Saint Paul, MN', 'Salem, OR', 'Salina, KS', 'Salisbury, NC', 'Salt Lake City, UT', 'San Angelo, TX', 'San Antonio, TX', 'San Bernardino, CA', 'San Diego, CA', 'San Fernando, CA', 'San Francisco, CA', 'San Jose, CA', 'San Marcos, TX', 'San Ysidro, CA', 'Sarasota, FL', 'Savannah, GA', 'Searcy, AR', 'Seattle, WA', 'Sherman, TX', 'Shreveport, LA', 'Sioux City, IA', 'Sioux Falls, SD', 'South Bend, IN', 'Spartanburg, SC', 'Spokane, WA', 'Springfield, IL', 'Springfield, MA', 'Springfield, MO', 'Springfield, VA', 'St Louis, MO', 'St. George, UT', 'State College, PA', 'Stockton, CA', 'Sumter, SC', 'Syracuse, NY', 'Tacoma, WA', 'Tallahassee, FL', 'Tampa, FL', 'Temple, TX', 'Texarkana, TX', 'Thomasville, GA', 'Tifton, GA', 'Tijuana,  MX', 'Toledo, OH', 'Topeka, KS', 'Toronto, ON', 'Tracy, CA', 'Tucson, AZ', 'Tucumcari, NM', 'Tulsa, OK', 'Tupelo, MS', 'Tuscaloosa, AL', 'Twin Falls, ID', 'Tyler, TX', 'Valdosta, GA', 'Van Buren, AR', 'Veracruz, Veracruz', 'Victorville, CA', 'Visalia, CA', 'Vivian, SD', 'Waco, TX', 'Warner Robins, GA', 'Washington, D.C.', 'Waterloo, IA', 'Waxahachie, TX', 'West Palm Beach, FL', 'Wheeling, WV', 'Wichita Falls, TX', 'Wichita, KS', 'Wildwood, GA', 'Williams, AZ', 'Williamsport, PA', 'Wilmington, NC', 'Wilmington-Newark, DE', 'Winston-Salem, NC', 'Wisconsin Dells, WI', 'Wytheville, VA', 'Yakima, WA', 'Youngstown, OH', 'Yuma, AZ']"
Okotoks,"['Calgary, AB', 'Claresholm', 'Edmonton, AB', 'Lethbridge, AB']"
Okříšky,[]
Oława,[]
Olbia Airport,[]
Oldenburg,"['Amsterdam', 'Basel/Weil am Rhein', 'Berlin', 'Berlin Airport', 'Brussels', 'Copenhagen', 'Dortmund', 'Freiburg', 'Ghent', 'Groningen', 'Hamburg', 'Paris', 'Prague', 'Riga', 'Rotterdam', 'Tilburg', 'Vilnius', 'Warsaw']"
"Olean, NY","['Akron, OH', 'Albany, NY', 'Binghamton, NY', 'Buffalo, NY', 'Charlotte, NC', 'Cleveland, OH', 'Cortland, NY', 'Dublin, GA', 'Greeneville, TN', 'Kansas City, MO', 'New York, NY', 'Philadelphia, PA', 'Raleigh, NC', 'Rochester, NY', 'Syracuse, NY']"
Olhao,"['Lisbon', 'Porto']"
"Olímpia, SP",[]
Oliva,[]
"Olive Township, OH","['Cambridge, OH']"
Oliveira do Hospital,['Salamanca']
Olomouc,"['Brno', 'Budapest', 'Gdańsk', 'Katowice', 'Katowice Airport', 'Kraków', 'Kraków Airport', 'Munich', 'Ostrava', 'Paris', 'Prague', 'Prague Airport', 'Salzburg', 'Sofia', 'Tallinn', 'Telč', 'Vienna', 'Vienna Airport', 'Warsaw', 'Wrocław', 'Zagreb', 'Zielona Gora', 'Český Krumlov']"
Olot,['Girona']
Olovo,[]
Olsztyn,"['Bialystok', 'Busko-Zdrój', 'Eindhoven', 'Gdansk Lech Walesa Airport', 'Gdańsk', 'Kaunas', 'Prague', 'Vilnius', 'Warsaw', 'Warsaw Airport', 'Zakopane', 'Šiauliai']"
Olsztynek,[]
Olten,[]
Oltenița,[]
Olustvere,[]
"Olympia, WA","['Aberdeen, SD', 'Akron, OH', 'Albuquerque, NM', 'Amarillo, TX', 'Austin, TX', 'Bakersfield, CA', 'Barstow, CA', 'Bellingham, WA', 'Billings, MT', 'Birmingham, AL', 'Cedar City, UT', 'Chicago, IL', 'Cincinnati, OH', 'Clarksville, TN', 'Coeur d`Alene, ID', 'Columbus, OH', 'Corvallis, OR', 'Dallas, TX', 'Edmonds, WA', 'Ellensburg, WA', 'Eugene, OR', 'Everett, WA', 'Flagstaff, AZ', 'Fort Lauderdale, FL', 'Fresno, CA', 'Greenville, SC', 'Idaho Falls, ID', 'Indianapolis, IN', 'Jacksonville, FL', 'Kansas City, MO', 'Las Vegas, NV', 'Leavenworth, WA', 'Lewiston, ID', 'Long Beach, CA', 'Los Angeles, CA', 'Louisville, KY', 'Marysville, CA', 'Medford-Ashland, OR', 'Mesa, AZ', 'Minneapolis, MN', 'Missoula, MT', 'Moscow, ID', 'Moses Lake, WA', 'Nashville, TN', 'Oakland / Berkeley / East Bay, CA', 'Oklahoma City, OK', 'Orange County-Anaheim-Santa Ana, CA', 'Orlando, FL', 'Palm Springs / Indio / Coachella Valley, CA', 'Philadelphia, PA', 'Phoenix-Tempe, AZ', 'Pierre, SD', 'Pittsburgh, PA', 'Port Angeles, WA', 'Portland, OR', 'Provo, UT', 'Pullman, WA', 'Redding, CA', 'Reno, NV', 'Riverside, CA', 'Sacramento, CA', 'Salem, OR', 'Salt Lake City, UT', 'San Antonio, TX', 'San Bernardino, CA', 'San Diego, CA', 'San Francisco, CA', 'San Ysidro, CA', 'Seattle, WA', 'Sioux Falls, SD', 'Spokane, WA', 'Springfield, MO', 'St Louis, MO', 'Stockton, CA', 'Suisun City, CA', 'Tacoma, WA', 'Tampa, FL', 'Tijuana,  MX', 'Tulsa, OK', 'Tupelo, MS', 'Vancouver, BC', 'Washington, D.C.', 'Wenatchee, WA', 'Winston-Salem, NC']"
"Omaha, NE","['Aberdeen, SD', 'Abilene, TX', 'Albany, NY', 'Albuquerque, NM', 'Alexandria, LA', 'Amarillo, TX', 'Ames, IA', 'Anderson, SC', 'Ann Arbor, MI', 'Atlanta, GA', 'Augusta, GA', 'Austin, TX', 'Bakersfield, CA', 'Baltimore, MD', 'Baton Rouge, LA', 'Beaumont, TX', 'Bellingham, WA', 'Bemidji, MN', 'Benton Harbor, MI', 'Billings, MT', 'Biloxi, MS', 'Birmingham, AL', 'Boise, ID', 'Boston, MA', 'Brookings, SD', 'Brownsville, TX', 'Brunswick, GA', 'Brush, CO', 'Buffalo, NY', 'Canton, OH', 'Casper, WY', 'Cedar Rapids, IA', 'Charlotte, NC', 'Cheyenne, WY', 'Chicago 95th & Dan Ryan, IL', 'Chicago, IL', 'Cincinnati, OH', 'Ciudad Juarez, MX', 'Clarksville, TN', 'Clear Lake, IA', 'Cleveland, OH', 'Colorado Springs, CO', 'Columbia, MO', 'Columbus, OH', 'Corpus Christi, TX', 'Dallas, TX', 'Dayton, OH', 'Daytona Beach, FL', 'Dekalb, IL', 'Denton, TX', 'Denver, CO', 'Des Moines, IA', 'Detroit, MI', 'Dover, DE', 'Dubuque, IA', 'Duluth, MN', 'Eau Claire, WI', 'El Paso, TX', 'Elkhart, IN', 'Eugene, OR', 'Evansville, IN', 'Fargo, ND', 'Flint, MI', 'Fort Collins, CO', 'Fort Dodge, IA', 'Fort Lauderdale, FL', 'Fort Pierce, FL', 'Fort Wayne, IN', 'Fort Worth, TX', 'Gainesville, FL', 'Galesburg, IL', 'Gary, IN', 'Grand Forks, ND', 'Greeley, CO', 'Green Bay, WI', 'Greensboro, NC', 'Greenville, SC', 'Harrisburg, PA', 'Hartford, CT', 'Hollister, MO', 'Houston, TX', 'Huntsville, AL', 'Idaho Falls, ID', 'Indianapolis, IN', 'Iowa City, IA', 'Jacksonville, FL', 'Jamestown, ND', 'Jefferson City, MO', 'Jonesboro, AR', 'Joplin, MO', 'Junction City, KS', 'Kalamazoo, MI', 'Kansas City, KS', 'Kansas City, MO', 'Key West, FL', 'Kissimmee, FL', 'Kokomo, IN', 'Lafayette, IN', 'Lafayette, LA', 'Lakeland, FL', 'Laramie, WY', 'Laredo, TX', 'Las Vegas, NV', 'Lawrence, KS', 'Lexington, KY', 'Lincoln, NE', 'Los Angeles, CA', 'Louisville, KY', 'Lubbock, TX', 'Lumberton, NC', 'Macon, GA', 'Madison, WI', 'Manhattan, KS', 'Mcallen, TX', 'Memphis, TN', 'Meridian, MS', 'Miami, FL', 'Midland, TX', 'Milwaukee, WI', 'Minneapolis, MN', 'Missoula, MT', 'Mitchell, SD', 'Mobile, AL', 'Modesto, CA', 'Moline, IL', 'Monterrey, MX', 'Montgomery, AL', 'Montreal, QC', 'Moses Lake, WA', 'Myrtle Beach, SC', 'Naperville, IL', 'Nashville, TN', 'New Orleans, LA', 'New York, NY', 'Newark, NJ', 'Norfolk-Virginia Beach, VA', 'Oakland / Berkeley / East Bay, CA', 'Ogallala, NE', 'Oklahoma City, OK', 'Orange County-Anaheim-Santa Ana, CA', 'Orlando, FL', 'Panama City, FL', 'Parkersburg, WV', 'Philadelphia, PA', 'Phoenix-Tempe, AZ', 'Pittsburgh, PA', 'Pocatello, ID', 'Portland, ME', 'Portland, OR', 'Presidio, TX', 'Providence, RI', 'Raleigh, NC', 'Rapid City, SD', 'Redding, CA', 'Reno, NV', 'Richmond, VA', 'Rochester, MN', 'Rochester, NY', 'Rockford, IL', 'Sacramento, CA', 'Saint Cloud, MN', 'Saint Joseph, MO', 'Saint Paul, MN', 'Salem, OR', 'Salina, KS', 'Salt Lake City, UT', 'San Antonio, TX', 'San Bernardino, CA', 'San Diego, CA', 'San Francisco, CA', 'San Jose, CA', 'San Ysidro, CA', 'Sarasota, FL', 'Savannah, GA', 'Searcy, AR', 'Seattle, WA', 'Shreveport, LA', 'Sioux City, IA', 'South Bend, IN', 'Spokane, WA', 'Springfield, IL', 'Springfield, MO', 'St Louis, MO', 'St. Petersburg, FL', 'Tacoma, WA', 'Tallahassee, FL', 'Tampa, FL', 'Texarkana, TX', 'Tijuana,  MX', 'Toledo, OH', 'Tomah, WI', 'Topeka, KS', 'Toronto, ON', 'Tucson, AZ', 'Tulsa, OK', 'Tupelo, MS', 'Van Buren, AR', 'Victoria, TX', 'Washington, D.C.', 'Waterloo, IA', 'Watertown, SD', 'West Burlington, IA', 'West Palm Beach, FL', 'Wichita Falls, TX', 'Wichita, KS', 'Willmar, MN', 'Winston-Salem, NC', 'Woodbridge, VA', 'Yakima, WA']"
"Omak, WA","['Billings, MT', 'Everett, WA', 'Great Falls, MT', 'Seattle, WA', 'Spokane, WA', 'Tacoma, WA', 'Wenatchee, WA']"
Ömerli,[]
Omiš,"['Cista Provo', 'Dubrovnik', 'Kotor', 'Makarska', 'Mostar', 'Split', 'Zadar', 'Zagreb']"
"Oneonta, NY","['Binghamton, NY', 'Boston, MA', 'Buffalo, NY', 'Columbus, OH', 'Hempstead, NY', 'Middletown, NY', 'Montreal, QC', 'New Castle, PA', 'New York, NY', 'Newark, NJ', 'Philadelphia, PA', 'Providence, RI', 'Rochester, NY', 'Springfield, MA', 'Syracuse, NY', 'White Plains, NY']"
Onești,[]
Ongole,[]
"Onida, SD",[]
"Ontario / Montclair / Claremont, CA","['Albuquerque, NM', 'Alpine, TX', 'Atlanta, GA', 'Austin, TX', 'Bakersfield, CA', 'Baltimore, MD', 'Banning, CA', 'Barstow, CA', 'Beaver, UT', 'Bellingham, WA', 'Billings, MT', 'Biloxi, MS', 'Birmingham, AL', 'Blythe, CA', 'Boise, ID', 'Boston, MA', 'Brownsville, TX', 'Buffalo, NY', 'Calexico, CA', 'Camp Verde, AZ', 'Chicago 95th & Dan Ryan, IL', 'Chicago, IL', 'Chico, CA', 'Ciudad Juarez, MX', 'Cleveland, OH', 'Colorado Springs, CO', 'Columbia, SC', 'Columbus, OH', 'Corpus Christi, TX', 'Dallas, TX', 'Deming, NM', 'Denver, CO', 'Des Moines, IA', 'Detroit, MI', 'El Centro, CA', 'Eugene, OR', 'Evansville, IN', 'Flagstaff, AZ', 'Fort Lauderdale, FL', 'Fresno, CA', 'Gary, IN', 'Gilroy, CA', 'Glenwood Springs, CO', 'Goshen, CA', 'Houston, TX', 'Huntsville, AL', 'Idaho Falls, ID', 'Indianapolis, IN', 'Jacksonville, FL', 'Joplin, MO', 'Kingman, AZ', 'Knoxville, TN', 'Las Cruces, NM', 'Las Vegas, NV', 'Lodi, CA', 'Los Angeles, CA', 'Louisville, KY', 'Madera, CA', 'Marysville, CA', 'Mcallen, TX', 'Memphis, TN', 'Merced, CA', 'Mesa, AZ', 'Mexico City', 'Miami, FL', 'Minneapolis, MN', 'Mobile, AL', 'Modesto, CA', 'Nashville, TN', 'New Brunswick, NJ', 'New Orleans, LA', 'New York, NY', 'Newark, NJ', 'Norfolk-Virginia Beach, VA', 'Oakland / Berkeley / East Bay, CA', 'Oceanside, CA', 'Oklahoma City, OK', 'Orlando, FL', 'Ottawa, ON', 'Palm Springs / Indio / Coachella Valley, CA', 'Philadelphia, PA', 'Phoenix-Tempe, AZ', 'Pittsburgh, PA', 'Portland, OR', 'Providence, RI', 'Provo, UT', 'Raleigh, NC', 'Redding, CA', 'Reno, NV', 'Richmond, VA', 'Riverside, CA', 'Sacramento, CA', 'Salinas, CA', 'Salt Lake City, UT', 'San Antonio, TX', 'San Bernardino, CA', 'San Diego, CA', 'San Fernando, CA', 'San Francisco, CA', 'San Jose, CA', 'San Luis Obispo, CA', 'San Ysidro, CA', 'Santa Barbara, CA', 'Santa Cruz, CA', 'Santa Maria, CA', 'Sarasota, FL', 'Seattle, WA', 'Sioux City, IA', 'Spokane, WA', 'Springfield, MO', 'St Louis, MO', 'St. George, UT', 'Stockton, CA', 'Tampa, FL', 'Temecula, CA', 'Temple, TX', 'Tijuana,  MX', 'Toronto, ON', 'Tracy, CA', 'Tucson, AZ', 'Tulare, CA', 'Tulsa, OK', 'Vallejo, CA', 'Victorville, CA', 'Visalia, CA', 'Washington, D.C.', 'Willcox, AZ', 'Yakima, WA', 'Yuma, AZ']"
